,RK,Name,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,YDS,LNG,TD,FF,Team
938,846,John Humphrey,CB,1,2,3,0.0,0,0,0,0,0,0,0,USC
939,846,JT Tuimoloau,DE,2,1,3,1.5,7,0,0,0,0,0,0,OSU
940,846,Isaiah Essissima,DB,3,0,3,0.0,0,1,0,0,0,0,0,CSU
941,846,Collin Clay,NT,1,2,3,0.0,0,0,0,0,0,0,0,OKST
942,846,OC Brothers,LB,1,2,3,0.0,0,0,0,0,0,0,0,UAB
943,846,Stone Handy,LB,3,0,3,1.0,1,0,0,0,0,0,0,CLT
944,846,Nate Clifton,DT,2,1,3,0.0,0,0,0,0,0,0,0,USC
945,846,D.J. Harris,DE,1,2,3,0.0,0,0,0,0,0,0,0,USF
946,846,Kenan Johnson,CB,2,1,3,0.0,0,0,0,0,0,0,0,UTAH
947,846,Miles Williams,DB,0,3,3,0.0,0,0,0,0,0,0,0,CAL
948,846,Quinn Schulte,DB,2,1,3,0.0,0,0,0,0,0,0,0,IOWA
949,846,Ben McNaboe,DE,1,2,3,0.0,0,0,0,0,0,0,0,OHIO
950,846,D'Andre Ragin,DE,1,2,3,0.0,0,0,0,0,0,0,0,TOL
951,846,Chris Hardie,DE,1,2,3,1.5,12,0,0,0,0,0,0,MISS
952,846,Elijah Culp,DB,3,0,3,0.0,0,0,0,0,0,0,0,CLT
953,846,Tray Dunson,LB,1,2,3,0.0,0,0,0,0,0,0,0,UTEP
954,846,Chris Jones,DE,3,0,3,0.0,0,0,0,0,0,0,0,FAU
955,846,Kriston Davis,DB,2,1,3,0.0,0,1,0,0,0,0,0,HOU
956,846,Dan Jackson,DB,3,0,3,0.0,0,0,0,0,0,0,0,UGA
957,846,Bryquice Brown,CB,3,0,3,0.0,0,0,0,0,0,0,0,BC
958,846,Elijah Jackson,CB,2,1,3,0.0,0,0,0,0,0,0,0,WASH
959,846,Jackson Lataimua,DB,3,0,3,0.0,0,0,0,0,0,0,0,WSU
960,846,Jaylon Jimmerson,DB,2,1,3,1.0,8,0,0,0,0,0,0,SHSU
961,846,James Carpenter,DL,0,3,3,0.0,0,0,0,0,0,0,0,IU
962,846,Nigel Williams,DB,0,3,3,0.0,0,0,0,0,0,0,0,UNM
963,846,West Weeks,LB,2,1,3,0.0,0,0,0,0,0,0,0,LSU
964,846,Kobe King,LB,1,2,3,0.0,0,0,0,0,0,0,0,PSU
965,846,Omarr Norman-Lott,DL,0,3,3,0.0,0,0,0,0,0,0,0,TENN
966,846,Ed Woods,DB,2,1,3,1.0,1,0,0,0,0,0,0,MSU
967,846,Brandon Johnson,DB,1,2,3,0.0,0,0,1,0,0,0,0,ORE
968,846,Kendal Daniels,S,3,0,3,0.0,0,1,0,0,0,0,0,OKST
969,846,Isaac Walker,DL,2,1,3,0.0,0,0,0,0,0,0,0,GASO
970,846,Deuce Harmon,CB,2,1,3,0.0,0,2,0,0,0,0,0,SMU
971,846,Seyi Oladipo,S,2,1,3,0.0,0,0,0,0,0,0,0,BOIS
972,846,Mattheus Carroll,DL,2,1,3,1.0,2,0,0,0,0,0,0,KENT
973,846,Kendrick Simpkins,S,2,1,3,0.0,0,0,0,0,0,0,0,BAY
974,846,Raam Stevenson,EDGE,2,1,3,0.0,0,0,0,0,0,0,0,WSU
975,846,Tyreek ChappellTA&M,DB,1,2,3,0.0,0,0,0,0,0,0,0,
976,846,Aidan Hubbard,DL,1,2,3,0.0,0,0,0,0,0,0,0,NU
977,846,Caleb Spann,DB,3,0,3,0.0,0,0,0,0,0,0,0,CMU
978,846,Davion Rhodes,DL,2,1,3,0.0,0,0,0,0,0,0,0,GASO
979,846,Connor O'Toole,DE,1,2,3,0.5,3,0,0,0,0,0,0,UTAH
980,846,Adin Huntington,DL,3,0,3,0.0,0,0,0,0,0,0,0,TULN
981,846,Wilfried Pene,DL,1,2,3,0.5,2,0,0,0,0,0,0,VT
982,846,John Saunders Jr.,S,3,0,3,0.0,0,0,0,0,0,0,0,MISS
983,846,Kyndrich Breedlove,DB,3,0,3,0.0,0,0,0,0,0,0,0,PUR
984,846,Quinton Reese,S,2,1,3,0.0,0,0,0,0,0,0,0,LIB
985,846,Tahveon Nicholson,DB,3,0,3,0.0,0,0,0,0,0,0,0,LOU
986,846,Tre Smith,DL,1,2,3,0.0,0,0,0,0,0,0,0,ARIZ
987,846,De'Shawn Rucker,CB,3,0,3,0.0,3,0,0,0,0,0,0,USF
988,846,Donovan Green,DL,0,3,3,0.5,4,0,0,0,0,0,0,EMU
989,846,Kani Walker,DB,2,1,3,0.0,0,1,1,10,10,0,0,OU
990,846,Jayden Jones,DE,1,2,3,1.0,12,0,0,0,0,0,0,ARST
991,846,Key'Savalyn Barnes,S,2,1,3,0.0,0,0,0,0,0,0,0,UL
992,846,Nasir WashingtonM-,DL,1,2,3,0.0,0,0,0,0,0,0,0,OH
993,846,Benjamin Perry,DB,2,1,3,0.0,0,0,0,0,0,0,0,LOU
994,846,Greg Rubin,DB,2,1,3,0.0,0,0,0,0,0,0,0,MEM
995,846,Quincy Bryant,LB,1,2,3,0.0,0,0,0,0,0,0,0,WAKE
996,846,Jonah Pace,DL,2,1,3,0.5,3,0,0,0,0,0,0,CMU
997,846,Andrew Edson,EDGE,1,2,3,0.0,0,0,0,0,0,0,0,WSU
998,846,Semisi Saluni,DL,1,2,3,0.0,0,1,0,0,0,0,0,ORST
999,846,Kale Smith,CB,1,2,3,0.0,0,1,0,0,0,0,0,OKST
1000,846,Zyrus Fiaseu,LB,1,2,3,0.0,0,0,1,29,29,1,0,ASU
1001,846,Cam Smith,CB,2,1,3,0.0,0,0,0,0,0,0,0,OKST
1002,846,Tyrell Raby,CB,3,0,3,0.0,0,0,0,0,0,0,0,MTSU
1003,846,TJ Quinn,LB,1,2,3,0.0,0,0,0,0,0,0,0,LOU
1004,846,Noel Roach,S,2,1,3,0.0,0,0,0,0,0,0,0,AKR
1005,846,Matthew Alexander,DT,3,0,3,0.0,0,0,0,0,0,0,0,UCF
1006,846,Wayne Matthews,LB,2,1,3,0.0,0,0,0,0,0,0,0,IIIMSU
1007,846,Reggie Neely,CB,2,1,3,0.0,0,0,0,0,0,0,0,USA
1008,846,Josh Moten,DB,1,2,3,0.0,0,0,0,0,0,0,0,MRSH
1009,846,Tristan Dunn,S,3,0,3,0.0,0,0,0,0,0,0,0,WASH
1010,846,Gracen Halton,DL,2,1,3,1.5,9,0,0,0,0,0,1,OU
1011,846,Marquis Groves-Killebrew,DB,3,0,3,0.0,0,2,0,0,0,0,0,ARIZ
1012,846,Landon Hullaby,S,3,0,3,0.0,0,0,0,0,0,0,1,UTEP
1013,846,Will Johnson,DB,2,1,3,0.0,0,1,1,86,86,1,0,MICH
1014,846,Travis Hunter,ATH,3,0,3,0.0,0,0,0,0,0,0,0,COLO
1015,846,Melvin Jordan,LB,1,2,3,0.0,0,0,0,0,0,0,0,IVORST
1016,846,Sterling Lane,LB,0,3,3,0.0,0,0,0,0,0,0,0,IIARIZ
1017,846,Derrick Moore,DE,2,1,3,0.0,0,0,0,0,0,0,0,MICH
1018,846,Alex VanSumeren,DL,2,1,3,1.0,1,0,0,0,0,0,0,MSU
1019,846,Dillon Tatum,DB,3,0,3,0.0,0,0,0,0,0,0,0,MSU
1020,846,Josh White,LB,2,1,3,0.0,0,0,0,0,0,0,0,BAY
1021,846,Fuches Lewis,DT,2,1,3,0.0,0,0,0,0,0,0,0,IIGAST
1022,846,James Jackson,LB,2,1,3,0.0,0,0,0,0,0,0,0,UVA
1023,846,Marques Buford Jr.,DB,1,2,3,0.0,0,1,0,0,0,0,0,NEB
1024,846,Roderick Brown,DL,2,1,3,2.0,10,0,0,0,0,0,0,UNT
1025,846,T.J. Jackson,DL,1,2,3,0.0,0,0,0,0,0,0,0,WVU
1026,846,Jacob Busic,DL,3,0,3,1.0,1,0,0,0,0,0,0,UCLA
1027,846,Dominic Bailey,DL,2,1,3,0.0,0,0,0,0,0,0,0,TENN
1028,846,CJ West,DL,3,0,3,0.0,0,0,0,0,0,0,1,IU
1029,846,J.R. Singleton,DL,1,2,3,1.0,5,0,0,0,0,0,0,ISU
1030,846,D.J. Graham,CB,3,0,3,0.0,0,0,0,0,0,0,0,IIUSU
1031,846,David Carter Jr.,DB,1,2,3,0.0,0,1,0,0,0,0,0,EMU
1032,846,Jaden Dolphin,LB,1,2,3,0.0,0,0,0,0,0,0,0,NIU
1033,846,Rickey Smith,S,0,3,3,0.0,0,0,0,0,0,0,0,MTSU
1034,846,Jalen Garner,LB,3,0,3,0.0,0,0,0,0,0,0,0,HOU
1035,846,Terrell Allen,LB,3,0,3,0.0,0,0,0,0,0,0,0,TULN
1036,846,Jayshaun Coffman,DL,0,3,3,0.0,0,0,0,0,0,0,0,CMU
1037,846,De'Arre McDonald,CB,3,0,3,0.0,0,0,0,0,0,0,0,MTSU
1038,846,Jalen Harrell,LB,1,2,3,0.0,0,0,0,0,0,0,0,MASS
1039,846,Tyler Baron,DL,3,0,3,1.0,7,0,0,0,0,0,0,MIA
1040,846,Tamarion McDonald,DB,3,0,3,2.0,5,0,0,0,0,0,0,LOU
1041,846,Devin Goree,DE,3,0,3,0.0,0,0,0,0,0,0,0,UTEP
1042,846,J-Rock Swain,EDGE,1,2,3,0.0,0,0,0,0,0,0,0,JVST
1043,846,Daylan Dotson,DE,1,2,3,0.0,0,0,0,0,0,0,0,UCF
1044,846,Kendall Johnson,DE,3,0,3,1.0,8,0,0,0,0,0,1,UAB
1045,846,Sheldon Arnold,DB,2,1,3,0.0,0,0,0,0,0,0,0,UCF
1046,846,Junior Tafuna,DT,1,2,3,0.0,0,0,0,0,0,0,0,UTAH
1047,846,Zemaiah Vaughn,CB,2,1,3,0.0,0,0,0,0,0,0,0,UTAH
1048,846,JB Brown,LB,3,0,3,0.0,0,0,0,0,0,0,0,KU
1049,846,Nate Valcarcel,S,3,0,3,0.0,0,1,0,0,0,0,0,NIU
1050,846,Jack Henderson,DB,1,2,3,0.0,0,0,0,0,0,0,0,MINN
1051,846,Okiki Olorunfunmi,EDGE,2,1,3,0.0,0,0,0,0,0,0,0,UNM
1052,846,Tristan Souza,DT,2,1,3,0.0,0,0,0,0,0,0,0,BUFF
1053,846,Paris Shand,DE,0,3,3,0.0,0,0,0,0,0,0,0,LSU
1054,846,Andrew Johnson,S,0,3,3,0.0,0,0,0,0,0,0,0,WYO
1055,846,Fernando Sanchez,LB,0,3,3,0.5,3,0,0,0,0,0,0,IIICMU
1056,846,Myles Purchase,DB,1,2,3,0.0,0,0,0,0,0,0,0,ISU
1057,846,Brian Blades,DB,2,1,3,0.0,0,1,0,0,0,0,0,IIFIU
1058,846,Ayden Hector,DB,2,1,3,0.0,0,0,0,0,0,0,0,CSU
1059,846,Jaylen Lewis,CB,1,2,3,0.0,0,0,0,0,0,0,0,TEM
1060,846,Cam Miller,CB,3,0,3,0.0,0,0,0,0,0,0,0,PSU
1061,846,Chandler Rivers,CB,1,2,3,0.0,0,0,0,0,0,0,0,DUKE
1062,846,Michael Heldman,DL,0,3,3,0.0,0,0,0,0,0,0,0,CMU
1063,846,Jason Henderson,LB,2,1,3,0.0,0,0,0,0,0,0,0,ODU
1064,846,Quentavius Scandrett,DB,2,1,3,0.0,0,0,0,0,0,0,0,EMU
1065,846,Tyce Westland,DE,3,0,3,1.0,5,0,0,0,0,0,0,WYO
1066,846,Julian Peterson,DT,0,3,3,0.0,0,0,0,0,0,0,0,TROY
1067,846,Dion Washington,DL,1,2,3,0.5,1,0,0,0,0,0,0,HAW
1068,846,Jordan Riley,S,3,0,3,0.0,0,0,0,0,0,0,0,KSU
1069,846,Corey Walker,DL,2,1,3,0.0,0,0,0,0,0,0,0,WMU
1070,846,Sione Moa,LB,3,0,3,0.0,0,0,0,0,0,0,0,BYU
1071,846,Cyrus McGarrell,S,3,0,3,0.0,0,0,0,0,0,0,0,NIU
1072,846,Anthony Jones,DL,2,1,3,1.0,4,0,0,0,0,0,0,MSU
1073,846,Keith Cooper Jr.,DL,2,1,3,1.0,3,0,0,0,0,0,0,HOU
1074,846,Owen Ostroski,DE,2,1,3,0.0,0,0,0,0,0,0,0,TLSA
1075,846,John Nelson,DT,1,2,3,1.0,5,0,0,0,0,0,0,BYU
1076,846,Cameron Epps,S,2,1,3,0.0,0,0,0,0,0,0,0,OKST
1077,846,Jamaal Johnson,DE,0,3,3,0.0,0,0,0,0,0,0,0,UCF
1078,846,Sebastian Valdez,DT,2,1,3,0.0,0,0,0,0,0,0,0,WASH
1079,846,Coleman Bryson,DB,2,1,3,0.0,0,0,0,0,0,0,0,MINN
1080,846,Trey McDonald,LB,3,0,3,0.0,0,0,0,0,0,0,0,UVA
1081,846,Linus Zunk,DL,2,1,3,1.5,10,0,0,0,0,0,0,VAN
1082,846,Jake Gassaway,LB,3,0,3,0.0,0,0,0,0,0,0,0,NIU
1083,846,Zach Rowell,DL,2,1,3,0.0,0,0,0,0,0,0,0,STAN
1084,846,D'Angelo Hutchinson,DB,2,1,3,0.0,0,0,0,0,0,0,0,LOU
1085,846,Adam TrickM-,LB,0,3,3,0.0,0,0,0,0,0,0,0,OH
1086,846,Chris McClellan,DT,2,1,3,1.0,13,1,0,0,0,0,1,MIZ
1087,846,Kye Stokes,S,1,2,3,0.0,0,0,0,0,0,0,0,CIN
1088,846,Nic ScourtonTA&M,DL,1,2,3,1.0,1,1,0,0,0,0,0,
1089,846,Robert Fitzgerald,DB,2,1,3,0.0,0,0,1,0,0,0,0,NU
1090,846,Jeremiah Wilson,DB,2,1,3,0.0,0,0,0,0,0,0,0,HOU
1091,846,Gabe Jacas,LB,3,0,3,0.0,0,0,0,0,0,0,0,ILL
1092,846,Deante McCray,DE,2,1,3,0.0,0,0,0,0,0,0,0,WKU
1093,846,Daveon Crouch,LB,0,3,3,0.0,0,1,0,0,0,0,0,BC
1094,846,Jeremiah McGill,S,0,3,3,0.0,0,0,0,0,0,0,0,MASS
1095,846,CJ Bazile Jr.,DE,1,2,3,0.0,0,0,0,0,0,0,0,LIB
1096,846,Isaiah Holland,S,2,1,3,0.0,0,0,0,0,0,0,0,GAST
1097,846,Amari Jackson,CB,1,2,3,0.0,0,1,0,0,0,0,0,BC
1098,846,Derrell Farrar,LB,2,1,3,1.0,7,0,0,0,0,0,0,APP
1099,846,Dion Crawford,LB,2,1,3,1.0,9,0,0,0,0,0,0,BUFF
1100,846,A.J. Harris,CB,0,3,3,0.0,0,1,0,0,0,0,0,PSU
1101,846,Jordan Hall,LB,1,2,3,0.0,0,0,0,0,0,0,0,MSU
1102,846,Conrad Hussey,DB,1,2,3,0.0,0,0,0,0,0,0,0,FSU
1103,846,Cole Martin,DB,3,0,3,0.0,0,0,0,0,0,0,0,ASU
1104,846,Brenden Jordan,DB,3,0,3,0.0,0,0,0,0,0,0,0,TTU
1105,846,James Smith,DL,0,3,3,0.0,0,2,0,0,0,0,0,ALA
1106,846,Braylan Shelby,DE,3,0,3,0.0,0,0,0,0,0,0,0,USC
1107,846,Matayo Uiagalelei,DE,3,0,3,2.0,14,0,0,0,0,0,1,ORE
1108,846,Devon King,DB,2,1,3,0.0,0,0,0,0,0,0,0,ECU
1109,846,Tre Pinkney,LB,1,2,3,0.0,0,0,0,0,0,0,0,USM
1110,846,Mason Nelson,DL,1,2,3,0.0,0,0,0,0,0,0,0,WMU
1111,846,Phoenix Jackson,LB,2,1,3,0.0,0,0,0,0,0,0,0,FRES
1112,846,Kyle Moretti,LB,3,0,3,0.0,0,0,0,0,0,0,0,SDSU
1113,846,Quindario Lee,DL,1,2,3,0.0,0,0,0,0,0,0,0,HOU
1114,846,Kobe Singleton,DB,3,0,3,0.0,0,1,0,0,0,0,0,ORST
1115,846,Ethan Robinson,DB,2,1,3,0.0,0,1,0,0,0,0,0,MINN
1116,846,Deontre Morris,DB,3,0,3,0.0,0,0,0,0,0,0,0,GASO
1117,846,Chance Gamble,DB,2,1,3,0.0,0,1,0,0,0,0,1,GASO
1118,846,Dominic Morris,DB,2,1,3,0.0,0,0,0,0,0,0,0,CSU
1119,846,Doug Blue-Eli,DT,1,2,3,0.0,0,0,0,0,0,0,0,USF
1120,846,Kobe Stewart,EDGE,2,1,3,2.0,11,0,0,0,0,0,0,BUFF
1121,846,Jake Ripp,LB,2,1,3,1.0,5,0,0,0,0,0,0,BOIS
1122,846,Bryce Ganious,DL,1,2,3,0.0,0,0,0,0,0,0,0,WAKE
1123,846,Shamari Simmons,DB,1,2,3,0.0,0,0,0,0,0,0,0,ASU
1124,846,Matthew Aribisala,DL,2,1,3,1.0,7,0,0,0,0,0,0,SHSU
1125,846,Jack Kane,DB,1,2,3,0.0,0,0,1,24,24,0,0,ORST
1126,846,Max DiDomenico,S,3,0,3,0.0,0,0,0,0,0,0,0,ARMY
1127,846,Brett Gerena,LB,2,1,3,0.0,0,0,0,0,0,0,0,ARMY
1128,846,Syrus Dumas,CB,3,0,3,0.0,0,0,0,0,0,0,0,UTSA
1129,846,Mansoor Delane,CB,3,0,3,0.0,0,1,0,0,0,0,0,VT
1130,846,Jonathan Thompson,LB,1,2,3,0.0,0,1,0,0,0,0,0,CIN
1131,846,Michael Taaffe,DB,2,1,3,0.0,0,1,0,0,0,0,0,TEX
1132,846,Marshall Landwehr,LB,2,1,3,0.0,0,0,0,0,0,0,0,TEX
1133,846,James Neal,LB,2,1,3,0.0,0,0,0,0,0,0,0,TXST
1134,846,Marcus Bleazard,LB,2,1,3,0.0,0,0,0,0,0,0,0,NAVY
1135,846,Justin Reed,DE,1,2,3,1.0,5,0,0,0,0,0,0,NAVY
1136,846,Sifa Leota,LB,1,2,3,1.5,11,0,0,0,0,0,0,LT
1137,846,Adon Shuler,S,3,0,3,0.0,0,0,1,12,12,0,0,ND
1138,846,Tyrin Bradley Jr.,LB,1,2,3,0.0,0,0,0,0,0,0,0,WVU
1139,846,Marcel Walker-Burgess,DE,1,2,3,0.0,0,0,0,0,0,0,0,OHIO
1140,846,Tyreak Sapp,EDGE,1,2,3,1.0,3,0,0,0,0,0,0,FLA
1141,846,Ozzie Nicholas,LB,1,2,3,0.0,0,0,0,0,0,0,0,DUKE
1142,846,Harrison Taggart,LB,0,3,3,0.0,0,1,0,0,0,0,0,BYU
1143,846,Samuel Omosigho,LB,1,2,3,0.0,0,0,0,0,0,0,0,OU
1144,846,Cameron Robertson,DE,1,2,3,0.0,0,0,0,0,0,0,0,SMU
1145,846,Terrell Jones,DT,2,1,3,0.0,0,0,0,0,0,0,0,UVA
1146,846,Bryce Grays,LB,2,1,3,0.0,0,0,0,0,0,0,0,UTSA
1147,846,Brylan Green,S,3,0,3,0.0,0,0,0,0,0,0,0,LIB
1148,846,Aidan Vaughan,LB,2,1,3,0.0,0,0,0,0,0,0,0,LIB
1149,846,Canaan Williams,LB,1,2,3,0.0,0,0,0,0,0,0,0,KENT
1150,846,Jacob Parrish,CB,3,0,3,0.0,0,0,0,0,0,0,0,KSU
1151,846,Tyler Turner,DB,1,2,3,0.0,0,0,0,0,0,0,0,ORE
1152,846,Alex Ford,DB,2,1,3,0.0,0,0,0,0,0,0,0,WKU
1153,846,Bryan McCoy,LB,1,2,3,0.0,0,1,0,0,0,0,0,AKR
1154,846,Jalil Rivera-Harvey,DL,2,1,3,0.0,0,0,0,0,0,0,0,WKU
1155,846,Carmycah Glass,LB,3,0,3,0.0,0,0,0,0,0,0,0,UL
1156,846,Jumarion Larry,DE,0,3,3,0.0,0,0,0,0,0,0,0,JVST
1157,846,Evan Johnson,CB,2,1,3,0.0,0,0,0,0,0,0,0,BYU
1158,846,TJ Bush Jr.,DE,1,2,3,0.0,0,0,0,0,0,0,0,LIB
1159,846,Brandon Miyazono,LB,1,2,3,0.0,0,0,0,0,0,0,0,SMU
1160,846,De'Marion Thomas,DL,1,2,3,0.0,0,0,0,0,0,0,0,VAN
1161,846,Ben Cutter,LB,1,2,3,0.0,0,0,0,0,0,0,0,WVU
1162,846,Josh Fussell,DB,2,1,3,0.0,0,0,0,0,0,0,0,NU
1163,846,Adrian Wilson,DB,2,1,3,0.0,0,0,0,0,0,0,0,WSU
1164,846,Kelvon McBride,LB,1,2,3,0.0,0,0,0,0,0,0,0,NCSU
1165,846,Brandon Cisse,CB,2,1,3,0.0,0,0,0,0,0,0,0,NCSU
1166,846,Jalon Kilgore,DB,3,0,3,0.0,0,2,1,9,9,0,0,SC
1167,846,Jaheim Clarke,DB,3,0,3,0.0,0,1,0,0,0,0,0,ILL
1168,846,Wyatt Gedeon,LB,1,2,3,0.0,0,0,0,0,0,0,0,CCU
1169,846,Carl Williams,S,0,3,3,0.0,0,0,0,0,0,0,0,IVBAY
1170,846,Bo Mascoe,DB,1,2,3,0.0,0,0,0,0,0,0,0,RUTG
1171,846,Jack Fabris,S,3,0,3,0.0,0,0,0,0,0,0,0,KSU
1172,846,Kam Robinson,LB,0,3,3,0.0,0,0,0,0,0,0,0,UVA
1173,846,Johnathan Hall,LB,1,2,3,0.0,0,1,0,0,0,0,0,UTAH
1174,846,DJ Barksdale,CB,2,1,3,0.0,0,0,0,0,0,0,0,JMU
1175,846,Aaron Chiles,LB,2,1,3,0.0,0,0,0,0,0,0,0,FLA
1176,846,Jordon Johnson-Rubell,DB,3,0,3,0.0,0,0,0,0,0,0,0,TEX
1177,846,Dezz RicksTA&M,DB,3,0,3,0.0,0,0,0,0,0,0,0,
1178,846,Kaj Sanders,DB,3,0,3,0.0,0,1,0,0,0,0,0,RUTG
1179,846,Kyngstonn Viliamu-Asa,LB,2,1,3,0.0,0,0,0,0,0,0,0,ND
1180,846,Joshua Josephs,DL,2,1,3,0.0,0,0,0,0,0,0,0,TENN
1181,846,Marcus Allen,DB,2,1,3,0.0,0,0,0,0,0,0,0,UNC
1182,846,Kenyatta Jackson Jr.,DE,2,1,3,0.5,4,0,0,0,0,0,0,OSU
1183,846,Arion Carter,LB,0,3,3,0.0,0,0,0,0,0,0,0,TENN
1184,846,Kobe Savage,DB,1,2,3,0.0,0,0,0,0,0,0,0,ORE
1185,846,R Mason Thomas,DL,2,1,3,0.0,0,0,0,0,0,0,0,OU
1186,846,Hershey McLaurin,DB,0,3,3,0.0,0,0,0,0,0,0,0,HOU
1187,846,Kemari Copeland,DL,2,1,3,0.0,0,0,0,0,0,0,0,VT
1188,846,Justin Weaver,CB,3,0,3,0.0,0,0,0,0,0,0,0,ARMY
1189,846,David Murphy,S,1,2,3,0.0,0,0,0,0,0,0,0,UNM
1190,846,Reise Collier,LB,2,1,3,0.0,0,0,0,0,0,0,0,OHIO
1191,846,AJ Brown,S,2,1,3,0.0,0,0,0,0,0,0,0,UAB
1192,846,Kylan Guidry,LB,2,1,3,0.0,0,0,0,0,0,0,0,WKU
1193,846,Jeremiah Johnson,S,3,0,3,0.0,0,0,0,0,0,0,0,GAST
1194,846,Ethan Powell,LB,2,1,3,0.0,0,0,1,0,0,0,0,SJSU
1195,846,Tavian Coleman,DT,0,3,3,0.5,4,0,0,0,0,0,0,TXST
1196,846,Jeremy Mack Jr.,S,2,1,3,0.5,4,0,0,0,0,0,0,ODU
1197,846,Rocco Nicholl,LB,2,1,3,0.0,0,1,0,0,0,0,0,KENT
1198,846,AJ Davis,CB,1,2,3,0.0,0,0,0,0,0,0,0,SMU
1199,846,Austin Romaine,LB,2,1,3,0.0,0,0,0,0,0,0,0,KSU
1200,846,Hosea Wheeler,DL,1,2,3,1.0,7,0,0,0,0,0,1,WKU
1201,846,Dalesean Staley,S,2,1,3,0.0,0,0,0,0,0,0,0,SDSU
1202,846,Tyree Blake,LB,1,2,3,0.0,0,0,0,0,0,0,0,ORST
1203,846,Jamel Johnson,CB,3,0,3,0.0,0,1,0,0,0,0,0,TEM
1204,846,Mackavelli Malotumau,DL,0,3,3,0.0,0,0,0,0,0,0,0,NEV
1205,846,Nicholas Rinaldi,LB,1,2,3,0.0,0,0,0,0,0,0,0,VAN
1206,846,Michael Moore,LB,2,1,3,0.0,0,0,0,0,0,0,0,UAB
1207,846,Chris Pearson,LB,1,2,3,0.0,0,0,0,0,0,0,0,ARST
1208,846,Devin Robinson,S,1,2,3,0.0,0,0,0,0,0,0,0,TLSA
1209,846,Keany Parks,CB,2,1,3,0.0,0,0,0,0,0,0,0,WYO
1210,846,Keith Abney,DB,1,2,3,0.0,0,0,0,0,0,0,0,IIASU
1211,846,Jam Jackson,CB,2,1,3,0.0,0,0,0,0,0,0,0,UVA
1212,846,Oluwafemi Oladejo,LB,1,2,3,0.0,0,1,0,0,0,0,0,UCLA
1213,846,Ian Jeffries,DT,2,1,3,0.5,4,0,0,0,0,0,0,ARST
1214,846,Edrees Farooq,DB,3,0,3,0.0,0,0,0,0,0,0,0,TENN
1215,846,Anthony Bynum,DE,1,2,3,0.0,0,0,0,0,0,0,0,MTSU
1216,846,Peyton Reasonover,CB,1,2,3,0.0,0,0,0,0,0,0,1,TOL
1217,846,Christian Alliegro,LB,2,1,3,0.0,0,0,0,0,0,0,0,WIS
1218,846,Zach Durfee,EDGE,1,2,3,0.0,0,1,0,0,0,0,0,WASH
1219,846,Ben Osueke,CB,3,0,3,0.0,0,1,0,0,0,0,0,TEM
1220,846,R.J. Jackson Jr.,DL,0,3,3,0.0,0,0,0,0,0,0,0,TLSA
1221,846,Malik Blocton,DL,3,0,3,1.0,5,0,0,0,0,0,0,AUB
1222,846,Vincent Shavers Jr.,LB,2,1,3,0.0,0,0,0,0,0,0,0,NEB
1223,846,Ethan Minter,S,2,1,3,0.0,0,0,0,0,0,0,0,UVA
1224,846,Glenn Seabrooks,DL,1,2,3,0.0,0,0,1,15,15,0,0,IIIVAN
1225,846,Tah'j Butler,LB,2,1,3,0.0,0,0,0,0,0,0,0,GT
1226,846,Myles Woods,DB,3,0,3,0.0,0,0,0,0,0,0,0,CCU
1227,846,Michai Boireau,DL,0,3,3,0.0,0,0,0,0,0,0,0,FLA
1228,846,Joe Barna,LB,1,2,3,1.0,5,0,0,0,0,0,0,ILL
1229,846,Damaine Wilson,LB,2,1,3,0.0,0,0,0,0,0,0,0,GAST
1230,846,Kamuela Ka'aihue,LB,0,3,3,0.0,0,0,0,0,0,0,0,ARIZ
1231,846,Jermaine Mathews Jr.,CB,3,0,3,0.0,0,0,0,0,0,0,0,OSU
1232,846,Lardarius Webb Jr.,S,1,2,3,0.0,0,0,0,0,0,0,0,USA
1233,846,Iman Oates,NT,0,3,3,0.0,0,0,0,0,0,0,0,OKST
1234,846,KD Johnson,DT,1,2,3,0.0,0,0,0,0,0,0,0,UTEP
1235,846,Noah McNeal-Franklin,LB,2,1,3,0.0,0,0,0,0,0,0,0,SJSU
1236,846,Gafa Faga,DL,1,2,3,0.0,0,0,0,0,0,0,0,SJSU
1237,846,Dylan Hampsten,DL,2,1,3,1.0,3,0,0,0,0,0,1,SJSU
1238,846,A'Marion McCoy,CB,3,0,3,0.0,0,1,0,0,0,0,1,BOIS
1239,846,Matthew Littlejohn,DB,2,1,3,0.0,0,0,0,0,0,0,0,CAL
1240,846,Elijah Wilson,LB,2,1,3,0.0,0,0,0,0,0,0,0,TLSA
1241,846,Bishop Fitzgerald,S,2,1,3,0.0,0,1,0,0,0,0,0,NCSU
1242,846,Levi Brown,CB,3,0,3,0.0,0,0,0,0,0,0,0,AFA
1243,846,Trenton Alan Yowe,CB,2,1,3,0.0,0,0,0,0,0,0,0,APP
1244,846,Michael Hughes,EDGE,3,0,3,0.0,0,0,0,0,0,0,0,WSU
1245,846,Kapena Gushiken,DB,3,0,3,0.0,0,0,0,0,0,0,0,WSU
1246,846,Que Billingsley,DB,2,1,3,0.0,0,1,0,0,0,0,0,KENN
1247,846,Noah Flores,CB,2,1,3,0.0,0,0,0,0,0,0,0,USU
