Position,field_pos,team_name,String Order,Player Number,First Name,Last Name,School year
PR,Special Teams,Miami (Ohio) RedHawks,1st String,15,McDonald,Cade,RS SR/TR
KR,Special Teams,Miami (Ohio) RedHawks,1st String,8,Davis,Kevin,SR
Reserves,Special Teams,Miami (Ohio) RedHawks,1st String,,,,
RES,Special Teams,Miami (Ohio) RedHawks,1st String,,,,
INJ,Special Teams,Miami (Ohio) RedHawks,1st String,9,Tracy,Kenny,SR
WR-X,Offense,Miami (Ohio) RedHawks,2nd String,1,Johnson,Andre,RS SR/TR
WR-Z,Offense,Miami (Ohio) RedHawks,2nd String,83,Sims,Ryan,RS FR
WR-SL,Offense,Miami (Ohio) RedHawks,2nd String,82,Billups-Williams,Lynel,RS FR
LT,Offense,Miami (Ohio) RedHawks,2nd String,51,Smith,Eric,RS SO
LG,Offense,Miami (Ohio) RedHawks,2nd String,74,Smith,"Jr.,",Gregory RS FR
OC,Offense,Miami (Ohio) RedHawks,2nd String,64,Borders,Kolby,SR
RG,Offense,Miami (Ohio) RedHawks,2nd String,61,Lowry,Andrew,RS FR
RT,Offense,Miami (Ohio) RedHawks,2nd String,78,Terrill,Drew,RS SO
TE,Offense,Miami (Ohio) RedHawks,2nd String,85,Daniel,Preston,RS SR/TR
QB,Offense,Miami (Ohio) RedHawks,2nd String,12,Hesson,Henry,RS JR
RB,Offense,Miami (Ohio) RedHawks,2nd String,8,Davis,Kevin,SR
LDE,Defense,Miami (Ohio) RedHawks,2nd String,20,Trick,Adam,RS SO
LDT,Defense,Miami (Ohio) RedHawks,2nd String,92,Andrews,"III,",Roosevelt RS FR
RDT,Defense,Miami (Ohio) RedHawks,2nd String,0,Frazier,Savio,SR/TR
RDE,Defense,Miami (Ohio) RedHawks,2nd String,93,McDowell,Ethan,RS FR
WLB,Defense,Miami (Ohio) RedHawks,2nd String,12,Hondru,Corban,RS JR
MLB,Defense,Miami (Ohio) RedHawks,2nd String,25,McCain,Malcolm,RS FR
LCB,Defense,Miami (Ohio) RedHawks,2nd String,5,Evans,Luke,RS FR/TR
SS,Defense,Miami (Ohio) RedHawks,2nd String,26,Coppess,Eli,RS SO
FS,Defense,Miami (Ohio) RedHawks,2nd String,22,Pons,Jackson,FR
RCB,Defense,Miami (Ohio) RedHawks,2nd String,24,Yharbrough,Mychal,SO
NB,Defense,Miami (Ohio) RedHawks,2nd String,19,Caldwell,Ambe',SR
PT,Special Teams,Miami (Ohio) RedHawks,2nd String,31,Dzioban,Dom,RS JR
PK,Special Teams,Miami (Ohio) RedHawks,2nd String,31,Dzioban,Dom,RS JR
KO,Special Teams,Miami (Ohio) RedHawks,2nd String,31,Dzioban,Dom,RS JR
LS,Special Teams,Miami (Ohio) RedHawks,2nd String,45,Walker,Nick,RS JR
H,Special Teams,Miami (Ohio) RedHawks,2nd String,,,,
PR,Special Teams,Miami (Ohio) RedHawks,2nd String,11,Tracy,Javon,RS SO
KR,Special Teams,Miami (Ohio) RedHawks,2nd String,3,Mozee,Keyon,SR/TR
Reserves,Special Teams,Miami (Ohio) RedHawks,2nd String,,,,
RES,Special Teams,Miami (Ohio) RedHawks,2nd String,,,,
INJ,Special Teams,Miami (Ohio) RedHawks,2nd String,,,,
WR-X,Offense,Miami (Ohio) RedHawks,3rd String,,,,
WR-Z,Offense,Miami (Ohio) RedHawks,3rd String,17,Isom,Braylon,FR
WR-SL,Offense,Miami (Ohio) RedHawks,3rd String,10,Perry,Kam,RS SO/TR
LT,Offense,Miami (Ohio) RedHawks,3rd String,,,,
LG,Offense,Miami (Ohio) RedHawks,3rd String,,,,
OC,Offense,Miami (Ohio) RedHawks,3rd String,,,,
RG,Offense,Miami (Ohio) RedHawks,3rd String,,,,
RT,Offense,Miami (Ohio) RedHawks,3rd String,,,,
TE,Offense,Miami (Ohio) RedHawks,3rd String,4,Briggs,Connor,RS JR/TR
QB,Offense,Miami (Ohio) RedHawks,3rd String,18,Kopp,Maddox,RS JR/TR
RB,Offense,Miami (Ohio) RedHawks,3rd String,6,Brunson,Jordan,RS JR/TR
LDE,Defense,Miami (Ohio) RedHawks,3rd String,94,Lukusa,Josh,RS SO
LDT,Defense,Miami (Ohio) RedHawks,3rd String,,,,
RDT,Defense,Miami (Ohio) RedHawks,3rd String,,,,
RDE,Defense,Miami (Ohio) RedHawks,3rd String,,,,
WLB,Defense,Miami (Ohio) RedHawks,3rd String,33,Kuwatch,Jackson,RS JR/TR
MLB,Defense,Miami (Ohio) RedHawks,3rd String,,,,
LCB,Defense,Miami (Ohio) RedHawks,3rd String,3,Hardrick,William,RS JR/TR
SS,Defense,Miami (Ohio) RedHawks,3rd String,,,,
FS,Defense,Miami (Ohio) RedHawks,3rd String,,,,
RCB,Defense,Miami (Ohio) RedHawks,3rd String,,,,
NB,Defense,Miami (Ohio) RedHawks,3rd String,,,,
PT,Special Teams,Miami (Ohio) RedHawks,3rd String,,,,
PK,Special Teams,Miami (Ohio) RedHawks,3rd String,,,,
KO,Special Teams,Miami (Ohio) RedHawks,3rd String,,,,
LS,Special Teams,Miami (Ohio) RedHawks,3rd String,,,,
H,Special Teams,Miami (Ohio) RedHawks,3rd String,,,,
PR,Special Teams,Miami (Ohio) RedHawks,3rd String,,,,
KR,Special Teams,Miami (Ohio) RedHawks,3rd String,,,,
Reserves,Special Teams,Miami (Ohio) RedHawks,3rd String,,,,
RES,Special Teams,Miami (Ohio) RedHawks,3rd String,,,,
INJ,Special Teams,Miami (Ohio) RedHawks,3rd String,,,,
WR-X,Offense,Miami (Ohio) RedHawks,4th String,,,,
WR-Z,Offense,Miami (Ohio) RedHawks,4th String,,,,
WR-SL,Offense,Miami (Ohio) RedHawks,4th String,,,,
LT,Offense,Miami (Ohio) RedHawks,4th String,,,,
LG,Offense,Miami (Ohio) RedHawks,4th String,,,,
OC,Offense,Miami (Ohio) RedHawks,4th String,,,,
RG,Offense,Miami (Ohio) RedHawks,4th String,,,,
RT,Offense,Miami (Ohio) RedHawks,4th String,,,,
TE,Offense,Miami (Ohio) RedHawks,4th String,,,,
QB,Offense,Miami (Ohio) RedHawks,4th String,,,,
RB,Offense,Miami (Ohio) RedHawks,4th String,2,Downing,Dylan,RS SR/TR
LDE,Defense,Miami (Ohio) RedHawks,4th String,,,,
LDT,Defense,Miami (Ohio) RedHawks,4th String,,,,
RDT,Defense,Miami (Ohio) RedHawks,4th String,,,,
RDE,Defense,Miami (Ohio) RedHawks,4th String,,,,
WLB,Defense,Miami (Ohio) RedHawks,4th String,,,,
MLB,Defense,Miami (Ohio) RedHawks,4th String,,,,
LCB,Defense,Miami (Ohio) RedHawks,4th String,,,,
SS,Defense,Miami (Ohio) RedHawks,4th String,,,,
FS,Defense,Miami (Ohio) RedHawks,4th String,,,,
RCB,Defense,Miami (Ohio) RedHawks,4th String,,,,
NB,Defense,Miami (Ohio) RedHawks,4th String,,,,
PT,Special Teams,Miami (Ohio) RedHawks,4th String,,,,
PK,Special Teams,Miami (Ohio) RedHawks,4th String,,,,
KO,Special Teams,Miami (Ohio) RedHawks,4th String,,,,
LS,Special Teams,Miami (Ohio) RedHawks,4th String,,,,
H,Special Teams,Miami (Ohio) RedHawks,4th String,,,,
PR,Special Teams,Miami (Ohio) RedHawks,4th String,,,,
KR,Special Teams,Miami (Ohio) RedHawks,4th String,,,,
Reserves,Special Teams,Miami (Ohio) RedHawks,4th String,,,,
RES,Special Teams,Miami (Ohio) RedHawks,4th String,,,,
INJ,Special Teams,Miami (Ohio) RedHawks,4th String,,,,
WR-X,Offense,Miami (Ohio) RedHawks,5th String,,,,
WR-Z,Offense,Miami (Ohio) RedHawks,5th String,,,,
WR-SL,Offense,Miami (Ohio) RedHawks,5th String,,,,
LT,Offense,Miami (Ohio) RedHawks,5th String,,,,
LG,Offense,Miami (Ohio) RedHawks,5th String,,,,
OC,Offense,Miami (Ohio) RedHawks,5th String,,,,
RG,Offense,Miami (Ohio) RedHawks,5th String,,,,
RT,Offense,Miami (Ohio) RedHawks,5th String,,,,
TE,Offense,Miami (Ohio) RedHawks,5th String,,,,
QB,Offense,Miami (Ohio) RedHawks,5th String,,,,
RB,Offense,Miami (Ohio) RedHawks,5th String,,,,
LDE,Defense,Miami (Ohio) RedHawks,5th String,,,,
LDT,Defense,Miami (Ohio) RedHawks,5th String,,,,
RDT,Defense,Miami (Ohio) RedHawks,5th String,,,,
RDE,Defense,Miami (Ohio) RedHawks,5th String,,,,
WLB,Defense,Miami (Ohio) RedHawks,5th String,,,,
MLB,Defense,Miami (Ohio) RedHawks,5th String,,,,
LCB,Defense,Miami (Ohio) RedHawks,5th String,,,,
SS,Defense,Miami (Ohio) RedHawks,5th String,,,,
FS,Defense,Miami (Ohio) RedHawks,5th String,,,,
RCB,Defense,Miami (Ohio) RedHawks,5th String,,,,
NB,Defense,Miami (Ohio) RedHawks,5th String,,,,
PT,Special Teams,Miami (Ohio) RedHawks,5th String,,,,
PK,Special Teams,Miami (Ohio) RedHawks,5th String,,,,
KO,Special Teams,Miami (Ohio) RedHawks,5th String,,,,
LS,Special Teams,Miami (Ohio) RedHawks,5th String,,,,
H,Special Teams,Miami (Ohio) RedHawks,5th String,,,,
PR,Special Teams,Miami (Ohio) RedHawks,5th String,,,,
KR,Special Teams,Miami (Ohio) RedHawks,5th String,,,,
Reserves,Special Teams,Miami (Ohio) RedHawks,5th String,,,,
RES,Special Teams,Miami (Ohio) RedHawks,5th String,,,,
INJ,Special Teams,Miami (Ohio) RedHawks,5th String,,,,
WR-X,Offense,Northern Illinois Huskies,1st String,0,Thompson,Cam,RS SO/TR
WR-Z,Offense,Northern Illinois Huskies,1st String,19,McElroy,Andrew,SR/TR
WR-SL,Offense,Northern Illinois Huskies,1st String,3,Rudolph,Trayvon,RS SR
LT,Offense,Northern Illinois Huskies,1st String,54,Malcore,Evan,RS SO
LG,Offense,Northern Illinois Huskies,1st String,79,Lippe,J.J.,RS SR
C,Offense,Northern Illinois Huskies,1st String,65,Zschernitz,Logan,RS SR
RG,Offense,Northern Illinois Huskies,1st String,76,Champe,John,SR
RT,Offense,Northern Illinois Huskies,1st String,60,Buss,Evan,SR
TE,Offense,Northern Illinois Huskies,1st String,81,Barnes,Grayson,SR/TR
QB,Offense,Northern Illinois Huskies,1st String,2,Hampton,Ethan,RS JR
RB,Offense,Northern Illinois Huskies,1st String,1,Brown,Antario,SR
FB,Offense,Northern Illinois Huskies,1st String,49,Lampe,Brock,SR
LDE,Defense,Northern Illinois Huskies,1st String,11,Williams,Jalonnie,RS JR
LDT,Defense,Northern Illinois Huskies,1st String,8,O'Malley,Devonte,SR
RDT,Defense,Northern Illinois Huskies,1st String,51,Haberman,Cade,SR
RDE,Defense,Northern Illinois Huskies,1st String,97,Williams,Roy,JR
WLB,Defense,Northern Illinois Huskies,1st String,26,Dolphin,Jaden,SR
MLB,Defense,Northern Illinois Huskies,1st String,44,Fuhrman,Christian,SR/TR
LCB,Defense,Northern Illinois Huskies,1st String,2,Byrd,JaVaughn,SR
SS,Defense,Northern Illinois Huskies,1st String,15,Banner,Santana,RS FR
FS,Defense,Northern Illinois Huskies,1st String,9,Valcarcel,Nate,SR/TR
RCB,Defense,Northern Illinois Huskies,1st String,5,Knighten,Amariyun,RS SO
NB,Defense,Northern Illinois Huskies,1st String,1,Prophete,Jashon,SR
PT,Special Teams,Northern Illinois Huskies,1st String,98,Foley,Tom,RS SR/TR
PK,Special Teams,Northern Illinois Huskies,1st String,92,Woodill,Kanon,SR
KO,Special Teams,Northern Illinois Huskies,1st String,30,Seibert,Jake,RS JR/TR
LS,Special Teams,Northern Illinois Huskies,1st String,91,Hatfield,Isaac,RS JR
H,Special Teams,Northern Illinois Huskies,1st String,98,Foley,Tom,RS SR/TR
PR,Special Teams,Northern Illinois Huskies,1st String,8,Pardridge,Dane,RS SO
KR,Special Teams,Northern Illinois Huskies,1st String,3,Rudolph,Trayvon,RS SR
WR-X,Offense,Northern Illinois Huskies,2nd String,16,Johnson,Jalen,RS SO
WR-Z,Offense,Northern Illinois Huskies,2nd String,84,Dimopoulos,George,FR
WR-SL,Offense,Northern Illinois Huskies,2nd String,8,Pardridge,Dane,RS SO
LT,Offense,Northern Illinois Huskies,2nd String,77,Ozoh,Izuchukwu,RS JR
LG,Offense,Northern Illinois Huskies,2nd String,53,Skartvedt,Luke,RS FR
C,Offense,Northern Illinois Huskies,2nd String,64,Schooley,Matt,RS SR
RG,Offense,Northern Illinois Huskies,2nd String,55,Curry,Abiathar,RS SO
RT,Offense,Northern Illinois Huskies,2nd String,75,Paasch,Thomas,RS FR
TE,Offense,Northern Illinois Huskies,2nd String,80,Appleget,Jake,RS SO/TR
QB,Offense,Northern Illinois Huskies,2nd String,14,Macon,Jalen,RS JR/TR
RB,Offense,Northern Illinois Huskies,2nd String,21,Williams,Gavin,RS SR/TR
FB,Offense,Northern Illinois Huskies,2nd String,82,Tewes,Tristen,RS SR
LDE,Defense,Northern Illinois Huskies,2nd String,99,Oppong,Pierce,RS JR
LDT,Defense,Northern Illinois Huskies,2nd String,0,Gill-Howard,Skyler,RS JR/TR
RDT,Defense,Northern Illinois Huskies,2nd String,10,Taylor,"Jr.,",Demond RS SR
RDE,Defense,Northern Illinois Huskies,2nd String,52,Davis,Ivan,SR
WLB,Defense,Northern Illinois Huskies,2nd String,25,Gassaway,Jake,RS SO
MLB,Defense,Northern Illinois Huskies,2nd String,32,Urwiler,Quinn,RS SR/TR
LCB,Defense,Northern Illinois Huskies,2nd String,12,Dabney,Cam'Ron,SR/TR
SS,Defense,Northern Illinois Huskies,2nd String,6,Jammeh,Muhammed,RS JR
FS,Defense,Northern Illinois Huskies,2nd String,22,McGarrell,Cyrus,RS JR
RCB,Defense,Northern Illinois Huskies,2nd String,3,Finley,Jacob,RS SO
NB,Defense,Northern Illinois Huskies,2nd String,13,Myles,Ty,RS JR
PT,Special Teams,Northern Illinois Huskies,2nd String,90,Vuckovic,Danny,RS FR
PK,Special Teams,Northern Illinois Huskies,2nd String,99,Bullock,Austin,FR
KO,Special Teams,Northern Illinois Huskies,2nd String,92,Woodill,Kanon,SR
LS,Special Teams,Northern Illinois Huskies,2nd String,93,Weigand,Sean,FR
H,Special Teams,Northern Illinois Huskies,2nd String,,,,
PR,Special Teams,Northern Illinois Huskies,2nd String,0,Thompson,Cam,RS SO/TR
KR,Special Teams,Northern Illinois Huskies,2nd String,28,Poe,Jaylen,RS FR
WR-X,Offense,Northern Illinois Huskies,3rd String,,,,
WR-Z,Offense,Northern Illinois Huskies,3rd String,,,,
WR-SL,Offense,Northern Illinois Huskies,3rd String,,,,
LT,Offense,Northern Illinois Huskies,3rd String,,,,
LG,Offense,Northern Illinois Huskies,3rd String,,,,
C,Offense,Northern Illinois Huskies,3rd String,,,,
RG,Offense,Northern Illinois Huskies,3rd String,,,,
RT,Offense,Northern Illinois Huskies,3rd String,,,,
TE,Offense,Northern Illinois Huskies,3rd String,,,,
QB,Offense,Northern Illinois Huskies,3rd String,,,,
RB,Offense,Northern Illinois Huskies,3rd String,,,,
FB,Offense,Northern Illinois Huskies,3rd String,,,,
LDE,Defense,Northern Illinois Huskies,3rd String,95,Ingold,Lance,FR
LDT,Defense,Northern Illinois Huskies,3rd String,57,Hensley,Mark,RS FR
RDT,Defense,Northern Illinois Huskies,3rd String,,,,
RDE,Defense,Northern Illinois Huskies,3rd String,16,Thomas,Jay'shon,RS FR
WLB,Defense,Northern Illinois Huskies,3rd String,,,,
MLB,Defense,Northern Illinois Huskies,3rd String,,,,
LCB,Defense,Northern Illinois Huskies,3rd String,,,,
SS,Defense,Northern Illinois Huskies,3rd String,,,,
FS,Defense,Northern Illinois Huskies,3rd String,,,,
RCB,Defense,Northern Illinois Huskies,3rd String,,,,
NB,Defense,Northern Illinois Huskies,3rd String,,,,
PT,Special Teams,Northern Illinois Huskies,3rd String,,,,
PK,Special Teams,Northern Illinois Huskies,3rd String,,,,
KO,Special Teams,Northern Illinois Huskies,3rd String,,,,
LS,Special Teams,Northern Illinois Huskies,3rd String,,,,
H,Special Teams,Northern Illinois Huskies,3rd String,,,,
PR,Special Teams,Northern Illinois Huskies,3rd String,,,,
KR,Special Teams,Northern Illinois Huskies,3rd String,,,,
WR-X,Offense,Northern Illinois Huskies,4th String,,,,
WR-Z,Offense,Northern Illinois Huskies,4th String,,,,
WR-SL,Offense,Northern Illinois Huskies,4th String,,,,
LT,Offense,Northern Illinois Huskies,4th String,,,,
LG,Offense,Northern Illinois Huskies,4th String,,,,
C,Offense,Northern Illinois Huskies,4th String,,,,
RG,Offense,Northern Illinois Huskies,4th String,,,,
RT,Offense,Northern Illinois Huskies,4th String,,,,
TE,Offense,Northern Illinois Huskies,4th String,,,,
QB,Offense,Northern Illinois Huskies,4th String,,,,
RB,Offense,Northern Illinois Huskies,4th String,,,,
FB,Offense,Northern Illinois Huskies,4th String,,,,
LDE,Defense,Northern Illinois Huskies,4th String,,,,
LDT,Defense,Northern Illinois Huskies,4th String,,,,
RDT,Defense,Northern Illinois Huskies,4th String,,,,
RDE,Defense,Northern Illinois Huskies,4th String,,,,
WLB,Defense,Northern Illinois Huskies,4th String,,,,
MLB,Defense,Northern Illinois Huskies,4th String,,,,
LCB,Defense,Northern Illinois Huskies,4th String,,,,
SS,Defense,Northern Illinois Huskies,4th String,,,,
FS,Defense,Northern Illinois Huskies,4th String,,,,
RCB,Defense,Northern Illinois Huskies,4th String,,,,
NB,Defense,Northern Illinois Huskies,4th String,,,,
PT,Special Teams,Northern Illinois Huskies,4th String,,,,
PK,Special Teams,Northern Illinois Huskies,4th String,,,,
KO,Special Teams,Northern Illinois Huskies,4th String,,,,
LS,Special Teams,Northern Illinois Huskies,4th String,,,,
H,Special Teams,Northern Illinois Huskies,4th String,,,,
PR,Special Teams,Northern Illinois Huskies,4th String,,,,
KR,Special Teams,Northern Illinois Huskies,4th String,,,,
WR-X,Offense,Northern Illinois Huskies,5th String,,,,
WR-Z,Offense,Northern Illinois Huskies,5th String,,,,
WR-SL,Offense,Northern Illinois Huskies,5th String,,,,
LT,Offense,Northern Illinois Huskies,5th String,,,,
LG,Offense,Northern Illinois Huskies,5th String,,,,
C,Offense,Northern Illinois Huskies,5th String,,,,
RG,Offense,Northern Illinois Huskies,5th String,,,,
RT,Offense,Northern Illinois Huskies,5th String,,,,
TE,Offense,Northern Illinois Huskies,5th String,,,,
QB,Offense,Northern Illinois Huskies,5th String,,,,
RB,Offense,Northern Illinois Huskies,5th String,,,,
FB,Offense,Northern Illinois Huskies,5th String,,,,
LDE,Defense,Northern Illinois Huskies,5th String,,,,
LDT,Defense,Northern Illinois Huskies,5th String,,,,
RDT,Defense,Northern Illinois Huskies,5th String,,,,
RDE,Defense,Northern Illinois Huskies,5th String,,,,
WLB,Defense,Northern Illinois Huskies,5th String,,,,
MLB,Defense,Northern Illinois Huskies,5th String,,,,
LCB,Defense,Northern Illinois Huskies,5th String,,,,
SS,Defense,Northern Illinois Huskies,5th String,,,,
FS,Defense,Northern Illinois Huskies,5th String,,,,
RCB,Defense,Northern Illinois Huskies,5th String,,,,
NB,Defense,Northern Illinois Huskies,5th String,,,,
PT,Special Teams,Northern Illinois Huskies,5th String,,,,
PK,Special Teams,Northern Illinois Huskies,5th String,,,,
KO,Special Teams,Northern Illinois Huskies,5th String,,,,
LS,Special Teams,Northern Illinois Huskies,5th String,,,,
H,Special Teams,Northern Illinois Huskies,5th String,,,,
PR,Special Teams,Northern Illinois Huskies,5th String,,,,
KR,Special Teams,Northern Illinois Huskies,5th String,,,,
WR-X,Offense,Ohio Bobcats,1st String,14,Butler,Bryce,RS JR
WR-Z,Offense,Ohio Bobcats,1st String,7,Hendricks,Chase,SO
WR-F,Offense,Ohio Bobcats,1st String,6,Owen,Coleman,GR/TR
LT,Offense,Ohio Bobcats,1st String,57,Heidecker,Carson,RS SR/TR
LG,Offense,Ohio Bobcats,1st String,51,Weatherspoon,Davion,RS JR
C,Offense,Ohio Bobcats,1st String,69,Titsworth,Parker,GR
RG,Offense,Ohio Bobcats,1st String,66,Atkinson,Christophe,GR
RT,Offense,Ohio Bobcats,1st String,77,Dennison,Jacob,RS SR/TR
TE,Offense,Ohio Bobcats,1st String,85,Williams,Mason,RS FR
QB,Offense,Ohio Bobcats,1st String,13,Navarro,Parker,GR/TR
RB,Offense,Ohio Bobcats,1st String,28,Hunt,"Jr.,",Rickey RS FR
DE,Defense,Ohio Bobcats,1st String,94,Weaver,Bradley,RS JR
NT,Defense,Ohio Bobcats,1st String,11,Doggette,CJ,RS SO/TR
DT,Defense,Ohio Bobcats,1st String,81,Henderson,Bralen,RS JR
JACK,Defense,Ohio Bobcats,1st String,8,McNaboe,Ben,GR/TR
MLB,Defense,Ohio Bobcats,1st String,35,Taylor,Shay,RS JR
WLB,Defense,Ohio Bobcats,1st String,9,Leake,Blake,GR/TR
FCB,Defense,Ohio Bobcats,1st String,7,Pearson,Tank,SR/TR
SS,Defense,Ohio Bobcats,1st String,0,Brawley,Austin,JR
FS,Defense,Ohio Bobcats,1st String,5,Williams,"Jr.,",Adonis JR
BCB,Defense,Ohio Bobcats,1st String,4,Parodie,Roman,RS SR
NB,Defense,Ohio Bobcats,1st String,3,Wood,Jeremiah,GR
PT,Special Teams,Ohio Bobcats,1st String,43,Wilson,Jack,RS SR
PK,Special Teams,Ohio Bobcats,1st String,44,Spetic,Gianni,SO
KO,Special Teams,Ohio Bobcats,1st String,46,Lewis,Jacob,GR/TR
LS,Special Teams,Ohio Bobcats,1st String,39,Garfield,Colby,GR/TR
H,Special Teams,Ohio Bobcats,1st String,43,Wilson,Jack,RS SR
PR,Special Teams,Ohio Bobcats,1st String,6,Owen,Coleman,GR/TR
KR,Special Teams,Ohio Bobcats,1st String,7,Pearson,Tank,SR/TR
WR-X,Offense,Ohio Bobcats,2nd String,11,Harris,"II,",Rodney RS SO
WR-Z,Offense,Ohio Bobcats,2nd String,3,Rodarte,Max,JR/TR
WR-F,Offense,Ohio Bobcats,2nd String,10,Dennis,Eamonn,GR/TR
LT,Offense,Ohio Bobcats,2nd String,55,Jones,Jordon,RS SO
LG,Offense,Ohio Bobcats,2nd String,60,Allen,Trent,JR/TR
C,Offense,Ohio Bobcats,2nd String,67,Wright,Kam,RS SO
RG,Offense,Ohio Bobcats,2nd String,71,Johnson,Aidan,RS FR
RT,Offense,Ohio Bobcats,2nd String,75,Shelby,Jarian,RS SO
TE,Offense,Ohio Bobcats,2nd String,86,Bruno,Jake,RS JR/TR
QB,Offense,Ohio Bobcats,2nd String,8,Poulos,Nick,RS JR/TR
RB,Offense,Ohio Bobcats,2nd String,2,Tyus,"III,",Anthony GR/TR
DE,Defense,Ohio Bobcats,2nd String,13,Seegars,Kaci,RS JR/TR
NT,Defense,Ohio Bobcats,2nd String,16,Mayfield,Chris,RS SR/TR
DT,Defense,Ohio Bobcats,2nd String,10,Rice,Cam,GR/TR
JACK,Defense,Ohio Bobcats,2nd String,19,Schmitz,Kadin,SO
MLB,Defense,Ohio Bobcats,2nd String,30,Bowman,Stellan,FR
WLB,Defense,Ohio Bobcats,2nd String,15,Collier,Reise,RS SR/TR
FCB,Defense,Ohio Bobcats,2nd String,20,Bannister,Kendall,RS FR
SS,Defense,Ohio Bobcats,2nd String,6,Johnson,Dustin,GR/TR
FS,Defense,Ohio Bobcats,2nd String,2,Fleming,Miles,RS SR/TR
BCB,Defense,Ohio Bobcats,2nd String,12,Mack,"II,",Michael RS JR/TR
NB,Defense,Ohio Bobcats,2nd String,21,Walker,DJ,RS FR
PT,Special Teams,Ohio Bobcats,2nd String,47,Kasee,Alex,SO
PK,Special Teams,Ohio Bobcats,2nd String,46,Lewis,Jacob,GR/TR
KO,Special Teams,Ohio Bobcats,2nd String,44,Spetic,Gianni,SO
LS,Special Teams,Ohio Bobcats,2nd String,38,Konopka,Dominic,RS SO/TR
H,Special Teams,Ohio Bobcats,2nd String,47,Kasee,Alex,SO
PR,Special Teams,Ohio Bobcats,2nd String,7,Pearson,Tank,SR/TR
KR,Special Teams,Ohio Bobcats,2nd String,0,Brawley,Austin,JR
WR-X,Offense,Ohio Bobcats,3rd String,12,Pugh,Eian,RS SO/TR
WR-Z,Offense,Ohio Bobcats,3rd String,17,Hurst,Kaden,FR
WR-F,Offense,Ohio Bobcats,3rd String,88,Gossett,Caleb,RS JR/TR
LT,Offense,Ohio Bobcats,3rd String,,,,
LG,Offense,Ohio Bobcats,3rd String,,,,
C,Offense,Ohio Bobcats,3rd String,,,,
RG,Offense,Ohio Bobcats,3rd String,,,,
RT,Offense,Ohio Bobcats,3rd String,,,,
TE,Offense,Ohio Bobcats,3rd String,,,,
QB,Offense,Ohio Bobcats,3rd String,,,,
RB,Offense,Ohio Bobcats,3rd String,21,McCormick,Nolan,RS JR
DE,Defense,Ohio Bobcats,3rd String,,,,
NT,Defense,Ohio Bobcats,3rd String,,,,
DT,Defense,Ohio Bobcats,3rd String,,,,
JACK,Defense,Ohio Bobcats,3rd String,17,Walker-Burgess,Marcel,GR/TR
MLB,Defense,Ohio Bobcats,3rd String,27,Fries,Jack,RS SO
WLB,Defense,Ohio Bobcats,3rd String,25,Molnar,Michael,RS SO
FCB,Defense,Ohio Bobcats,3rd String,,,,
SS,Defense,Ohio Bobcats,3rd String,,,,
FS,Defense,Ohio Bobcats,3rd String,28,Johnson,Jaylen,RS JR/TR
BCB,Defense,Ohio Bobcats,3rd String,23,Mathis,Tony,FR
NB,Defense,Ohio Bobcats,3rd String,,,,
PT,Special Teams,Ohio Bobcats,3rd String,,,,
PK,Special Teams,Ohio Bobcats,3rd String,47,Kasee,Alex,SO
KO,Special Teams,Ohio Bobcats,3rd String,47,Kasee,Alex,SO
LS,Special Teams,Ohio Bobcats,3rd String,,,,
H,Special Teams,Ohio Bobcats,3rd String,,,,
PR,Special Teams,Ohio Bobcats,3rd String,,,,
KR,Special Teams,Ohio Bobcats,3rd String,,,,
WR-X,Offense,Ohio Bobcats,4th String,,,,
WR-Z,Offense,Ohio Bobcats,4th String,,,,
WR-F,Offense,Ohio Bobcats,4th String,,,,
LT,Offense,Ohio Bobcats,4th String,,,,
LG,Offense,Ohio Bobcats,4th String,,,,
C,Offense,Ohio Bobcats,4th String,,,,
RG,Offense,Ohio Bobcats,4th String,,,,
RT,Offense,Ohio Bobcats,4th String,,,,
TE,Offense,Ohio Bobcats,4th String,,,,
QB,Offense,Ohio Bobcats,4th String,,,,
RB,Offense,Ohio Bobcats,4th String,,,,
DE,Defense,Ohio Bobcats,4th String,,,,
NT,Defense,Ohio Bobcats,4th String,,,,
DT,Defense,Ohio Bobcats,4th String,,,,
JACK,Defense,Ohio Bobcats,4th String,,,,
MLB,Defense,Ohio Bobcats,4th String,,,,
WLB,Defense,Ohio Bobcats,4th String,,,,
FCB,Defense,Ohio Bobcats,4th String,,,,
SS,Defense,Ohio Bobcats,4th String,,,,
FS,Defense,Ohio Bobcats,4th String,,,,
BCB,Defense,Ohio Bobcats,4th String,,,,
NB,Defense,Ohio Bobcats,4th String,,,,
PT,Special Teams,Ohio Bobcats,4th String,,,,
PK,Special Teams,Ohio Bobcats,4th String,,,,
KO,Special Teams,Ohio Bobcats,4th String,,,,
LS,Special Teams,Ohio Bobcats,4th String,,,,
H,Special Teams,Ohio Bobcats,4th String,,,,
PR,Special Teams,Ohio Bobcats,4th String,,,,
KR,Special Teams,Ohio Bobcats,4th String,,,,
WR-X,Offense,Ohio Bobcats,5th String,,,,
WR-Z,Offense,Ohio Bobcats,5th String,,,,
WR-F,Offense,Ohio Bobcats,5th String,,,,
LT,Offense,Ohio Bobcats,5th String,,,,
LG,Offense,Ohio Bobcats,5th String,,,,
C,Offense,Ohio Bobcats,5th String,,,,
RG,Offense,Ohio Bobcats,5th String,,,,
