Position,field_pos,team_name,String Order,Player Number,First Name,Last Name,School year
KO,Special Teams,Arkansas State Red Wolves,1st String,47,Heicher,Ryan,SR/TR
LS,Special Teams,Arkansas State Red Wolves,1st String,38,Bullard,Jack,SR
H,Special Teams,Arkansas State Red Wolves,1st String,47,Heicher,Ryan,SR/TR
PR,Special Teams,Arkansas State Red Wolves,1st String,9,Jackson,Courtney,RS SR/TR
KR,Special Teams,Arkansas State Red Wolves,1st String,2,Cross,Ja'Quez,RS JR/TR
WR-X,Offense,Arkansas State Red Wolves,2nd String,3,Summers,Hunter,RS FR/TR
WR-Z,Offense,Arkansas State Red Wolves,2nd String,11,Jones,Adam,RS SR/TR
WR-SL,Offense,Arkansas State Red Wolves,2nd String,15,Ealy,Reagan,SR
LT,Offense,Arkansas State Red Wolves,2nd String,72,Braun,Tobias,RS SR/TR
LG,Offense,Arkansas State Red Wolves,2nd String,68,Smith,Tristian,RS JR/TR
C,Offense,Arkansas State Red Wolves,2nd String,52,Myers,Mason,RS FR
RG,Offense,Arkansas State Red Wolves,2nd String,50,Woods,Austin,RS JR
RT,Offense,Arkansas State Red Wolves,2nd String,65,Smith,Noah,RS JR
TE,Offense,Arkansas State Red Wolves,2nd String,13,McCrumby,Miller,JR
QB,Offense,Arkansas State Red Wolves,2nd String,6,McClain,Timmy,RS JR/TR
RB,Offense,Arkansas State Red Wolves,2nd String,21,Wallace,Zak,RS SR/TR
LDE,Defense,Arkansas State Red Wolves,2nd String,50,Collins,Noah,SR/TR
LDT,Defense,Arkansas State Red Wolves,2nd String,17,Toll,Blayne,SR/TR
RDT,Defense,Arkansas State Red Wolves,2nd String,40,Jeffries,Ian,RS FR
RDE,Defense,Arkansas State Red Wolves,2nd String,1,Bradley,Marcus,RS JR/TR
WLB,Defense,Arkansas State Red Wolves,2nd String,20,Taylor,Kyle,RS JR/TR
MLB,Defense,Arkansas State Red Wolves,2nd String,23,Motley,Dane,RS SR
STAR,Defense,Arkansas State Red Wolves,2nd String,33,Jeffery,Cam,SR
LCB,Defense,Arkansas State Red Wolves,2nd String,7,Mahoney,Jordan,SR/TR
SS,Defense,Arkansas State Red Wolves,2nd String,12,Etienne,Websley,RS SO
FS,Defense,Arkansas State Red Wolves,2nd String,15,Greil,Brandon,SO
RCB,Defense,Arkansas State Red Wolves,2nd String,24,Stone,Josh,FR
PT,Special Teams,Arkansas State Red Wolves,2nd String,86,Honore,Brook,RS SO/TR
PK,Special Teams,Arkansas State Red Wolves,2nd String,34,Van,"Andel,",Clune SO
KO,Special Teams,Arkansas State Red Wolves,2nd String,25,Amaya,Clayton,FR
LS,Special Teams,Arkansas State Red Wolves,2nd String,41,Nicolson,Drew,SO/TR
H,Special Teams,Arkansas State Red Wolves,2nd String,86,Honore,Brook,RS SO/TR
PR,Special Teams,Arkansas State Red Wolves,2nd String,15,Ealy,Reagan,SR
KR,Special Teams,Arkansas State Red Wolves,2nd String,15,Ealy,Reagan,SR
WR-X,Offense,Arkansas State Red Wolves,3rd String,,,,
WR-Z,Offense,Arkansas State Red Wolves,3rd String,,,,
WR-SL,Offense,Arkansas State Red Wolves,3rd String,,,,
LT,Offense,Arkansas State Red Wolves,3rd String,,,,
LG,Offense,Arkansas State Red Wolves,3rd String,,,,
C,Offense,Arkansas State Red Wolves,3rd String,,,,
RG,Offense,Arkansas State Red Wolves,3rd String,,,,
RT,Offense,Arkansas State Red Wolves,3rd String,55,Watson,Aleric,RS SO
TE,Offense,Arkansas State Red Wolves,3rd String,87,Little,Tyler,SO
QB,Offense,Arkansas State Red Wolves,3rd String,,,,
RB,Offense,Arkansas State Red Wolves,3rd String,22,Hawkins,Cedric,SO
LDE,Defense,Arkansas State Red Wolves,3rd String,,,,
LDT,Defense,Arkansas State Red Wolves,3rd String,94,Alston,Brian,RS FR
RDT,Defense,Arkansas State Red Wolves,3rd String,,,,
RDE,Defense,Arkansas State Red Wolves,3rd String,4,Whitehead,Bryan,SR/TR
WLB,Defense,Arkansas State Red Wolves,3rd String,,,,
MLB,Defense,Arkansas State Red Wolves,3rd String,,,,
STAR,Defense,Arkansas State Red Wolves,3rd String,,,,
LCB,Defense,Arkansas State Red Wolves,3rd String,,,,
SS,Defense,Arkansas State Red Wolves,3rd String,,,,
FS,Defense,Arkansas State Red Wolves,3rd String,,,,
RCB,Defense,Arkansas State Red Wolves,3rd String,3,Cole,Adrian,RS SR/TR
PT,Special Teams,Arkansas State Red Wolves,3rd String,,,,
PK,Special Teams,Arkansas State Red Wolves,3rd String,25,Amaya,Clayton,FR
KO,Special Teams,Arkansas State Red Wolves,3rd String,34,Van,"Andel,",Clune SO
LS,Special Teams,Arkansas State Red Wolves,3rd String,,,,
H,Special Teams,Arkansas State Red Wolves,3rd String,42,Haines,Magnus,RS JR/TR
PR,Special Teams,Arkansas State Red Wolves,3rd String,,,,
KR,Special Teams,Arkansas State Red Wolves,3rd String,4,Hornsby,Malik,RS JR/TR
WR-X,Offense,Arkansas State Red Wolves,4th String,,,,
WR-Z,Offense,Arkansas State Red Wolves,4th String,,,,
WR-SL,Offense,Arkansas State Red Wolves,4th String,,,,
LT,Offense,Arkansas State Red Wolves,4th String,,,,
LG,Offense,Arkansas State Red Wolves,4th String,,,,
C,Offense,Arkansas State Red Wolves,4th String,,,,
RG,Offense,Arkansas State Red Wolves,4th String,,,,
RT,Offense,Arkansas State Red Wolves,4th String,,,,
TE,Offense,Arkansas State Red Wolves,4th String,,,,
QB,Offense,Arkansas State Red Wolves,4th String,,,,
RB,Offense,Arkansas State Red Wolves,4th String,,,,
LDE,Defense,Arkansas State Red Wolves,4th String,,,,
LDT,Defense,Arkansas State Red Wolves,4th String,,,,
RDT,Defense,Arkansas State Red Wolves,4th String,,,,
RDE,Defense,Arkansas State Red Wolves,4th String,,,,
WLB,Defense,Arkansas State Red Wolves,4th String,,,,
MLB,Defense,Arkansas State Red Wolves,4th String,,,,
STAR,Defense,Arkansas State Red Wolves,4th String,,,,
LCB,Defense,Arkansas State Red Wolves,4th String,,,,
SS,Defense,Arkansas State Red Wolves,4th String,,,,
FS,Defense,Arkansas State Red Wolves,4th String,,,,
RCB,Defense,Arkansas State Red Wolves,4th String,,,,
PT,Special Teams,Arkansas State Red Wolves,4th String,,,,
PK,Special Teams,Arkansas State Red Wolves,4th String,,,,
KO,Special Teams,Arkansas State Red Wolves,4th String,,,,
LS,Special Teams,Arkansas State Red Wolves,4th String,,,,
H,Special Teams,Arkansas State Red Wolves,4th String,,,,
PR,Special Teams,Arkansas State Red Wolves,4th String,,,,
KR,Special Teams,Arkansas State Red Wolves,4th String,,,,
WR-X,Offense,Arkansas State Red Wolves,5th String,,,,
WR-Z,Offense,Arkansas State Red Wolves,5th String,,,,
WR-SL,Offense,Arkansas State Red Wolves,5th String,,,,
LT,Offense,Arkansas State Red Wolves,5th String,,,,
LG,Offense,Arkansas State Red Wolves,5th String,,,,
C,Offense,Arkansas State Red Wolves,5th String,,,,
RG,Offense,Arkansas State Red Wolves,5th String,,,,
RT,Offense,Arkansas State Red Wolves,5th String,,,,
TE,Offense,Arkansas State Red Wolves,5th String,,,,
QB,Offense,Arkansas State Red Wolves,5th String,,,,
RB,Offense,Arkansas State Red Wolves,5th String,,,,
LDE,Defense,Arkansas State Red Wolves,5th String,,,,
LDT,Defense,Arkansas State Red Wolves,5th String,,,,
RDT,Defense,Arkansas State Red Wolves,5th String,,,,
RDE,Defense,Arkansas State Red Wolves,5th String,,,,
WLB,Defense,Arkansas State Red Wolves,5th String,,,,
MLB,Defense,Arkansas State Red Wolves,5th String,,,,
STAR,Defense,Arkansas State Red Wolves,5th String,,,,
LCB,Defense,Arkansas State Red Wolves,5th String,,,,
SS,Defense,Arkansas State Red Wolves,5th String,,,,
FS,Defense,Arkansas State Red Wolves,5th String,,,,
RCB,Defense,Arkansas State Red Wolves,5th String,,,,
PT,Special Teams,Arkansas State Red Wolves,5th String,,,,
PK,Special Teams,Arkansas State Red Wolves,5th String,,,,
KO,Special Teams,Arkansas State Red Wolves,5th String,,,,
LS,Special Teams,Arkansas State Red Wolves,5th String,,,,
H,Special Teams,Arkansas State Red Wolves,5th String,,,,
PR,Special Teams,Arkansas State Red Wolves,5th String,,,,
KR,Special Teams,Arkansas State Red Wolves,5th String,,,,
WR-X,Offense,Coastal Carolina Chanticleers,1st String,8,Tucker,Jameson,RS JR
WR-Z,Offense,Coastal Carolina Chanticleers,1st String,9,Meiga,Malick,SR/TR
WR-SL,Offense,Coastal Carolina Chanticleers,1st String,6,Duplessis,Kyre,RS SR
LT,Offense,Coastal Carolina Chanticleers,1st String,62,Del,"Grande,",Nick RS SO
LG,Offense,Coastal Carolina Chanticleers,1st String,51,Edwards,Heston,RS JR/TR
C,Offense,Coastal Carolina Chanticleers,1st String,58,Johnson,Thomas,RS JR
RG,Offense,Coastal Carolina Chanticleers,1st String,67,Manson,Donavan,RS SR
RT,Offense,Coastal Carolina Chanticleers,1st String,64,Lindsay,Zovon,GR/TR
TE,Offense,Coastal Carolina Chanticleers,1st String,85,Karr,Kendall,RS SR/TR
QB,Offense,Coastal Carolina Chanticleers,1st String,15,Vasko,Ethan,RS SO/TR
RB,Offense,Coastal Carolina Chanticleers,1st String,1,Bennett,Braydon,RS SR
DE,Defense,Coastal Carolina Chanticleers,1st String,91,Johnson,Emmanuel,GR/TR
NT,Defense,Coastal Carolina Chanticleers,1st String,99,Goram-Welch,Sawyer,RS SR/TR
DT,Defense,Coastal Carolina Chanticleers,1st String,44,Whitson,Will,GR/TR
BAN,Defense,Coastal Carolina Chanticleers,1st String,42,Ryan,Braylon,RS SR
MLB,Defense,Coastal Carolina Chanticleers,1st String,34,Gedeon,Wyatt,SO
WLB,Defense,Coastal Carolina Chanticleers,1st String,1,Bruce,Shane,RS SR
LCB,Defense,Coastal Carolina Chanticleers,1st String,11,McDoom,Matthew,JR
SS,Defense,Coastal Carolina Chanticleers,1st String,4,Fletcher,Tobias,SR
FS,Defense,Coastal Carolina Chanticleers,1st String,7,Williams,AJ,GR/TR
RCB,Defense,Coastal Carolina Chanticleers,1st String,2,Eubanks,Courtney,GR/TR
NB,Defense,Coastal Carolina Chanticleers,1st String,0,Powell,Juan,GR/TR
PT,Special Teams,Coastal Carolina Chanticleers,1st String,97,Sebafundi,Emile,JR
PK,Special Teams,Coastal Carolina Chanticleers,1st String,25,Hensley,Kade,RS JR
KO,Special Teams,Coastal Carolina Chanticleers,1st String,31,Gray,Liam,RS JR
LS,Special Teams,Coastal Carolina Chanticleers,1st String,48,Arnoult,Blake,RS SR/TR
H,Special Teams,Coastal Carolina Chanticleers,1st String,95,West,Mack,RS JR
PR,Special Teams,Coastal Carolina Chanticleers,1st String,4,Graves,Bryson,SO
KR,Special Teams,Coastal Carolina Chanticleers,1st String,1,Bennett,Braydon,RS SR
WR-X,Offense,Coastal Carolina Chanticleers,2nd String,0,McKie,Senika,GR/TR
WR-Z,Offense,Coastal Carolina Chanticleers,2nd String,17,Wright,Cameron,RS JR/TR
WR-SL,Offense,Coastal Carolina Chanticleers,2nd String,4,Graves,Bryson,SO
LT,Offense,Coastal Carolina Chanticleers,2nd String,68,Hanson,Joseph,SO
LG,Offense,Coastal Carolina Chanticleers,2nd String,73,Walton,Anthony,RS JR
C,Offense,Coastal Carolina Chanticleers,2nd String,78,Wagner,Tyler,RS SR
RG,Offense,Coastal Carolina Chanticleers,2nd String,76,Corey,"II,",Marlon RS FR
RT,Offense,Coastal Carolina Chanticleers,2nd String,70,Jones,Daniel,FR
TE,Offense,Coastal Carolina Chanticleers,2nd String,18,Berrong,Cane,RS JR/TR
QB,Offense,Coastal Carolina Chanticleers,2nd String,10,Kim,Noah,RS SR/TR
RB,Offense,Coastal Carolina Chanticleers,2nd String,5,Simpkins,Ja'Vin,SO
DE,Defense,Coastal Carolina Chanticleers,2nd String,13,Diggs,Deamontae,RS SR/TR
NT,Defense,Coastal Carolina Chanticleers,2nd String,90,Fuller,Cohen,JR/TR
DT,Defense,Coastal Carolina Chanticleers,2nd String,95,Barber,Naejaun,RS JR/TR
BAN,Defense,Coastal Carolina Chanticleers,2nd String,36,Cash,Joah,RS JR
MLB,Defense,Coastal Carolina Chanticleers,2nd String,55,Brown,Tray,RS SO
WLB,Defense,Coastal Carolina Chanticleers,2nd String,35,Brown,Barry,RS SR/TR
LCB,Defense,Coastal Carolina Chanticleers,2nd String,15,Cody,Zach,FR
SS,Defense,Coastal Carolina Chanticleers,2nd String,5,Temoney,"III,",Abraham GR/TR
FS,Defense,Coastal Carolina Chanticleers,2nd String,6,Gordon,Xamarion,RS JR/TR
RCB,Defense,Coastal Carolina Chanticleers,2nd String,10,Conyer,Cristian,SO/TR
NB,Defense,Coastal Carolina Chanticleers,2nd String,14,Woods,Myles,FR
PT,Special Teams,Coastal Carolina Chanticleers,2nd String,95,West,Mack,RS JR
PK,Special Teams,Coastal Carolina Chanticleers,2nd String,90,Keller,Justin,JR/TR
KO,Special Teams,Coastal Carolina Chanticleers,2nd String,90,Keller,Justin,JR/TR
LS,Special Teams,Coastal Carolina Chanticleers,2nd String,43,Merchant,Nate,RS SO
H,Special Teams,Coastal Carolina Chanticleers,2nd String,97,Sebafundi,Emile,JR
PR,Special Teams,Coastal Carolina Chanticleers,2nd String,4,Fletcher,Tobias,SR
KR,Special Teams,Coastal Carolina Chanticleers,2nd String,20,Washington,Christian,RS SO/TR
WR-X,Offense,Coastal Carolina Chanticleers,3rd String,,,,
WR-Z,Offense,Coastal Carolina Chanticleers,3rd String,,,,
WR-SL,Offense,Coastal Carolina Chanticleers,3rd String,2,Taylor,Tray,JR/TR
LT,Offense,Coastal Carolina Chanticleers,3rd String,,,,
LG,Offense,Coastal Carolina Chanticleers,3rd String,,,,
C,Offense,Coastal Carolina Chanticleers,3rd String,,,,
RG,Offense,Coastal Carolina Chanticleers,3rd String,61,Tate,Julius,FR
RT,Offense,Coastal Carolina Chanticleers,3rd String,,,,
TE,Offense,Coastal Carolina Chanticleers,3rd String,33,Courtney,Zach,RS SO/TR
QB,Offense,Coastal Carolina Chanticleers,3rd String,,,,
RB,Offense,Coastal Carolina Chanticleers,3rd String,21,Price,Simeon,RS JR/TR
DE,Defense,Coastal Carolina Chanticleers,3rd String,52,Diawara,Ibrahim,RS SO/TR
NT,Defense,Coastal Carolina Chanticleers,3rd String,93,Ransaw,Gavin,RS JR/TR
DT,Defense,Coastal Carolina Chanticleers,3rd String,97,Swanigan,TrayVaughn,SO/TR
BAN,Defense,Coastal Carolina Chanticleers,3rd String,50,Lubin,Clev,RS SO/TR
MLB,Defense,Coastal Carolina Chanticleers,3rd String,39,Akpaloo,Geajorm,FR
WLB,Defense,Coastal Carolina Chanticleers,3rd String,19,McDowell,Se'Von,FR
LCB,Defense,Coastal Carolina Chanticleers,3rd String,,,,
SS,Defense,Coastal Carolina Chanticleers,3rd String,23,McIntyre,Xavier,FR
FS,Defense,Coastal Carolina Chanticleers,3rd String,12,Jones,Avyonne,RS SO/TR
RCB,Defense,Coastal Carolina Chanticleers,3rd String,3,Hampton,Jaitlin,SO/TR
NB,Defense,Coastal Carolina Chanticleers,3rd String,,,,
PT,Special Teams,Coastal Carolina Chanticleers,3rd String,,,,
PK,Special Teams,Coastal Carolina Chanticleers,3rd String,,,,
KO,Special Teams,Coastal Carolina Chanticleers,3rd String,25,Hensley,Kade,RS JR
LS,Special Teams,Coastal Carolina Chanticleers,3rd String,,,,
H,Special Teams,Coastal Carolina Chanticleers,3rd String,,,,
PR,Special Teams,Coastal Carolina Chanticleers,3rd String,2,Taylor,Tray,JR/TR
KR,Special Teams,Coastal Carolina Chanticleers,3rd String,2,Taylor,Tray,JR/TR
WR-X,Offense,Coastal Carolina Chanticleers,4th String,,,,
WR-Z,Offense,Coastal Carolina Chanticleers,4th String,,,,
WR-SL,Offense,Coastal Carolina Chanticleers,4th String,,,,
LT,Offense,Coastal Carolina Chanticleers,4th String,,,,
LG,Offense,Coastal Carolina Chanticleers,4th String,,,,
C,Offense,Coastal Carolina Chanticleers,4th String,,,,
RG,Offense,Coastal Carolina Chanticleers,4th String,,,,
RT,Offense,Coastal Carolina Chanticleers,4th String,,,,
TE,Offense,Coastal Carolina Chanticleers,4th String,11,Johnson,Brooks,RS SO
QB,Offense,Coastal Carolina Chanticleers,4th String,,,,
RB,Offense,Coastal Carolina Chanticleers,4th String,20,Washington,Christian,RS SO/TR
DE,Defense,Coastal Carolina Chanticleers,4th String,,,,
NT,Defense,Coastal Carolina Chanticleers,4th String,98,Nesbitt,Travis,RS JR
DT,Defense,Coastal Carolina Chanticleers,4th String,,,,
BAN,Defense,Coastal Carolina Chanticleers,4th String,40,Bryant,Jayden,FR
MLB,Defense,Coastal Carolina Chanticleers,4th String,,,,
WLB,Defense,Coastal Carolina Chanticleers,4th String,,,,
LCB,Defense,Coastal Carolina Chanticleers,4th String,,,,
SS,Defense,Coastal Carolina Chanticleers,4th String,26,Jackson,Chase,FR
FS,Defense,Coastal Carolina Chanticleers,4th String,,,,
RCB,Defense,Coastal Carolina Chanticleers,4th String,,,,
NB,Defense,Coastal Carolina Chanticleers,4th String,,,,
PT,Special Teams,Coastal Carolina Chanticleers,4th String,,,,
PK,Special Teams,Coastal Carolina Chanticleers,4th String,,,,
KO,Special Teams,Coastal Carolina Chanticleers,4th String,,,,
LS,Special Teams,Coastal Carolina Chanticleers,4th String,,,,
H,Special Teams,Coastal Carolina Chanticleers,4th String,,,,
PR,Special Teams,Coastal Carolina Chanticleers,4th String,,,,
KR,Special Teams,Coastal Carolina Chanticleers,4th String,6,Duplessis,Kyre,RS SR
WR-X,Offense,Coastal Carolina Chanticleers,5th String,,,,
WR-Z,Offense,Coastal Carolina Chanticleers,5th String,,,,
WR-SL,Offense,Coastal Carolina Chanticleers,5th String,,,,
LT,Offense,Coastal Carolina Chanticleers,5th String,,,,
LG,Offense,Coastal Carolina Chanticleers,5th String,,,,
C,Offense,Coastal Carolina Chanticleers,5th String,,,,
RG,Offense,Coastal Carolina Chanticleers,5th String,,,,
RT,Offense,Coastal Carolina Chanticleers,5th String,,,,
TE,Offense,Coastal Carolina Chanticleers,5th String,,,,
QB,Offense,Coastal Carolina Chanticleers,5th String,,,,
RB,Offense,Coastal Carolina Chanticleers,5th String,,,,
DE,Defense,Coastal Carolina Chanticleers,5th String,,,,
NT,Defense,Coastal Carolina Chanticleers,5th String,,,,
DT,Defense,Coastal Carolina Chanticleers,5th String,,,,
BAN,Defense,Coastal Carolina Chanticleers,5th String,,,,
MLB,Defense,Coastal Carolina Chanticleers,5th String,,,,
WLB,Defense,Coastal Carolina Chanticleers,5th String,,,,
LCB,Defense,Coastal Carolina Chanticleers,5th String,,,,
SS,Defense,Coastal Carolina Chanticleers,5th String,,,,
FS,Defense,Coastal Carolina Chanticleers,5th String,,,,
RCB,Defense,Coastal Carolina Chanticleers,5th String,,,,
NB,Defense,Coastal Carolina Chanticleers,5th String,,,,
PT,Special Teams,Coastal Carolina Chanticleers,5th String,,,,
PK,Special Teams,Coastal Carolina Chanticleers,5th String,,,,
KO,Special Teams,Coastal Carolina Chanticleers,5th String,,,,
LS,Special Teams,Coastal Carolina Chanticleers,5th String,,,,
H,Special Teams,Coastal Carolina Chanticleers,5th String,,,,
PR,Special Teams,Coastal Carolina Chanticleers,5th String,,,,
KR,Special Teams,Coastal Carolina Chanticleers,5th String,,,,
WR-X,Offense,Georgia Southern Eagles,1st String,4,Bunkley-Shelton,LV,RS SR/TR
WR-Z,Offense,Georgia Southern Eagles,1st String,2,Burgess,"Jr.,",Derwin SR
WR-Y,Offense,Georgia Southern Eagles,1st String,19,Dallas,Josh,RS SO
WR-H,Offense,Georgia Southern Eagles,1st String,17,Cobb,Dalen,JR
LT,Offense,Georgia Southern Eagles,1st String,62,Boyd,Dom,RS JR/TR
LG,Offense,Georgia Southern Eagles,1st String,74,Wimbley,Pichon,JR
C,Offense,Georgia Southern Eagles,1st String,57,Strong,Chandler,RS SO
RG,Offense,Georgia Southern Eagles,1st String,78,Cook,Caleb,RS JR
RT,Offense,Georgia Southern Eagles,1st String,75,Broadway,Bryson,RS SR/TR
TE,Offense,Georgia Southern Eagles,1st String,7,Fromm,Tyler,RS SR/TR
QB,Offense,Georgia Southern Eagles,1st String,12,French,JC,RS SO/TR
RB,Offense,Georgia Southern Eagles,1st String,25,White,Jalen,RS SR
LDE,Defense,Georgia Southern Eagles,1st String,7,Walker,Isaac,RS JR
LDT,Defense,Georgia Southern Eagles,1st String,88,Rhodes,Justin,RS SR/TR
RDT,Defense,Georgia Southern Eagles,1st String,57,Bullard,Latrell,JR
RDE,Defense,Georgia Southern Eagles,1st String,91,Rhodes,Davion,RS JR
WLB,Defense,Georgia Southern Eagles,1st String,15,Gilmore,Davon,RS SR/TR
MLB,Defense,Georgia Southern Eagles,1st String,1,Watson-Trent,Marques,RS SR
LCB,Defense,Georgia Southern Eagles,1st String,12,Hill,"Jr.,",Tracy RS SO/TR
SS,Defense,Georgia Southern Eagles,1st String,9,Meyers,Justin,RS JR
FS,Defense,Georgia Southern Eagles,1st String,5,Smith,TJ,RS SR/TR
RCB,Defense,Georgia Southern Eagles,1st String,31,Gamble,Chance,RS JR/TR
NB,Defense,Georgia Southern Eagles,1st String,22,Stampley,"II,",Marc JR
PT,Special Teams,Georgia Southern Eagles,1st String,81,Smith,Alex,SO
PK,Special Teams,Georgia Southern Eagles,1st String,88,Stewart,Gavin,RS SR/TR
KO,Special Teams,Georgia Southern Eagles,1st String,88,Stewart,Gavin,RS SR/TR
LS,Special Teams,Georgia Southern Eagles,1st String,94,Bernard,Bryce,RS SR/TR
H,Special Teams,Georgia Southern Eagles,1st String,82,Daniel,Matthew,RS SR/TR
PR,Special Teams,Georgia Southern Eagles,1st String,4,Bunkley-Shelton,LV,RS SR/TR
KR,Special Teams,Georgia Southern Eagles,1st String,15,Buchannon,DeAndre,SO
WR-X,Offense,Georgia Southern Eagles,2nd String,5,Sanders,"Jr.,",Marcus JR
WR-Z,Offense,Georgia Southern Eagles,2nd String,14,Kenerson,Sam,RS SR
WR-Y,Offense,Georgia Southern Eagles,2nd String,24,Thompson,Joshua,JR
WR-H,Offense,Georgia Southern Eagles,2nd String,15,Buchannon,DeAndre,SO
LT,Offense,Georgia Southern Eagles,2nd String,51,Williams,Matthew,RS FR
LG,Offense,Georgia Southern Eagles,2nd String,58,Frazier,Kyle,RS SR/TR
C,Offense,Georgia Southern Eagles,2nd String,54,Carroll,Chance,RS SR/TR
RG,Offense,Georgia Southern Eagles,2nd String,79,Wallace,Weston,RS SR/TR
RT,Offense,Georgia Southern Eagles,2nd String,64,Williams,Caelan,RS SR
TE,Offense,Georgia Southern Eagles,2nd String,11,Johnson,Beau,RS SR
QB,Offense,Georgia Southern Eagles,2nd String,10,Dallas,David,RS SO
RB,Offense,Georgia Southern Eagles,2nd String,22,Arnold,OJ,JR
LDE,Defense,Georgia Southern Eagles,2nd String,52,Ferguson,Jacob,RS SR/TR
